feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Photobacterium	Cestode.index	.L	0.375466495670128	0.112325584227059	30	26	0.00294770177136334	0.144437386796804
Mycoplasma	Cestode.index	.L	-0.349182384356515	0.117550919414597	30	30	0.00706094093565311	0.172993052923501
